building,split,date,method,solver_success,soc_violations,power_violations,simultaneous_charge_discharge_violations,soc_transition_violations,max_abs_soc_transition_error,initial_soc_error,terminal_soc_error,nan_or_inf_count
Hog_office_Rolando,validation,2017-11-23,q0.9_a0.0,True,0,0,0,0,4.774847184307873e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-24,q0.9_a0.0,True,0,0,0,0,3.524291969370097e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-25,q0.9_a0.0,True,0,0,0,0,2.5011104298755527e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-26,q0.9_a0.0,True,0,0,0,0,2.6716406864579767e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-27,q0.9_a0.0,True,0,0,0,0,4.774847184307873e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-28,q0.9_a0.0,True,0,0,0,0,4.661160346586257e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-29,q0.9_a0.0,True,0,0,0,0,2.3305801732931286e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-30,q0.9_a0.0,True,0,0,0,0,1.4779288903810084e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-02,q0.9_a0.5,True,0,0,0,0,3.524291969370097e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-03,q0.9_a0.5,True,0,0,0,0,4.320099833421409e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-04,q0.9_a0.5,True,0,0,0,0,6.366462912410498e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-05,q0.9_a0.5,True,0,0,0,0,1.1937117960769683e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-06,q0.9_a0.5,True,0,0,0,0,1.8758328224066645e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-07,q0.9_a0.5,True,0,0,0,0,2.6147972675971687e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-08,q0.9_a0.5,True,0,0,0,0,3.808509063674137e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-09,q0.9_a0.5,True,0,0,0,0,6.252776074688882e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-10,q0.9_a0.5,True,0,0,0,0,2.1032064978498966e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-11,q0.9_a0.5,True,0,0,0,0,1.8758328224066645e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-12,q0.9_a0.5,True,0,0,0,0,6.195932655828074e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-13,q0.9_a0.5,True,0,0,0,0,5.229594535194337e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-14,q0.9_a0.5,True,0,0,0,0,1.3642420526593924e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-15,q0.9_a0.5,True,0,0,0,0,2.2737367544323206e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-16,q0.9_a0.5,True,0,0,0,0,4.831690603168681e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-17,q0.9_a0.5,True,0,0,0,0,1.2505552149377763e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-18,q0.9_a0.5,True,0,0,0,0,2.9558577807620168e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-19,q0.9_a0.5,True,0,0,0,0,4.433786671143025e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-20,q0.9_a0.5,True,0,0,0,0,3.581135388230905e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-21,q0.9_a0.5,True,0,0,0,0,7.048583938740194e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-22,q0.9_a0.5,True,0,0,0,0,6.0254023992456496e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-23,q0.9_a0.5,True,0,0,0,0,1.5916157281026244e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-24,q0.9_a0.5,True,0,0,0,0,2.7853275241795927e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-25,q0.9_a0.5,True,0,0,0,0,1.8758328224066645e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-26,q0.9_a0.5,True,0,0,0,0,8.526512829121202e-13,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-27,q0.9_a0.5,True,0,0,0,0,6.252776074688882e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-28,q0.9_a0.5,True,0,0,0,0,2.4442670110147446e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-29,q0.9_a0.5,True,0,0,0,0,6.707523425575346e-12,0.0,0.0,0
